DATAFLOW,REF_AREA:Geographic area,Country Name,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEL: Belgium,Belgium,CME_MRY0T4: Under-five mortality rate,M: Male,2016,4.540442162,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,4.372908877,4.713223919,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEL: Belgium,Belgium,CME_MRY0T4: Under-five mortality rate,M: Male,2017,4.574440539,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,4.382746354,4.771832324,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEL: Belgium,Belgium,CME_MRY0T4: Under-five mortality rate,M: Male,2018,4.640288798,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,4.381101719,4.922083174,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEL: Belgium,Belgium,CME_MRY0T4: Under-five mortality rate,M: Male,2019,4.700142307,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,4.32410492,5.133940983,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEL: Belgium,Belgium,CME_MRY0T4: Under-five mortality rate,M: Male,2020,4.720182523,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,4.202367452,5.352788326,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEL: Belgium,Belgium,CME_MRY0T4: Under-five mortality rate,_T: Total,2016,4.065306972,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,3.930434861,4.202444729,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEL: Belgium,Belgium,CME_MRY0T4: Under-five mortality rate,_T: Total,2017,4.101087611,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,3.943234373,4.259744374,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEL: Belgium,Belgium,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,4.162370234,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,3.939068196,4.403108854,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEL: Belgium,Belgium,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,4.216270456,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,3.888556454,4.599860575,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEL: Belgium,Belgium,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,4.234940007,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,3.779749736,4.797690067,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,Belize,CME_MRY0T4: Under-five mortality rate,F: Female,2016,13.08686363,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,12.0663758,14.21819884,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,Belize,CME_MRY0T4: Under-five mortality rate,F: Female,2017,12.37511795,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,11.20223374,13.68220518,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,Belize,CME_MRY0T4: Under-five mortality rate,F: Female,2018,11.7106523,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,10.36608241,13.26479288,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,Belize,CME_MRY0T4: Under-five mortality rate,F: Female,2019,11.08535692,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,9.57866758,12.90105939,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,Belize,CME_MRY0T4: Under-five mortality rate,F: Female,2020,10.54982961,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,8.868012329,12.6666409,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,Belize,CME_MRY0T4: Under-five mortality rate,M: Male,2016,15.83578389,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,14.60709764,17.14520491,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,Belize,CME_MRY0T4: Under-five mortality rate,M: Male,2017,14.96124203,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,13.59389238,16.5098474,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,Belize,CME_MRY0T4: Under-five mortality rate,M: Male,2018,14.12858874,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,12.56115854,15.9740753,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,Belize,CME_MRY0T4: Under-five mortality rate,M: Male,2019,13.39244025,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,11.59298697,15.56360603,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,Belize,CME_MRY0T4: Under-five mortality rate,M: Male,2020,12.73216584,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,10.68898944,15.24211309,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,Belize,CME_MRY0T4: Under-five mortality rate,_T: Total,2016,14.5008615,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,13.44706434,15.62225683,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,Belize,CME_MRY0T4: Under-five mortality rate,_T: Total,2017,13.69712023,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,12.49771751,15.04602206,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,Belize,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,12.94218612,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,11.55171698,14.60998172,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,Belize,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,12.26219595,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,10.6482312,14.22953218,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,Belize,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,11.66310562,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,9.831350749,13.96931456,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,Benin,CME_MRY0T4: Under-five mortality rate,F: Female,2016,88.94678046,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,79.73968683,99.10098734,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,Benin,CME_MRY0T4: Under-five mortality rate,F: Female,2017,86.88514699,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,77.18091579,97.41367241,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,Benin,CME_MRY0T4: Under-five mortality rate,F: Female,2018,84.63748625,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,74.28281252,96.31205991,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,Benin,CME_MRY0T4: Under-five mortality rate,F: Female,2019,82.31060587,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,70.65079438,95.48579496,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,Benin,CME_MRY0T4: Under-five mortality rate,F: Female,2020,79.91584124,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,66.63400528,95.38213,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,Benin,CME_MRY0T4: Under-five mortality rate,M: Male,2016,101.509646,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,90.92633748,112.953496,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,Benin,CME_MRY0T4: Under-five mortality rate,M: Male,2017,99.18469318,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,88.10969667,111.2629946,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,Benin,CME_MRY0T4: Under-five mortality rate,M: Male,2018,96.69024921,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,84.85464631,109.8919201,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,Benin,CME_MRY0T4: Under-five mortality rate,M: Male,2019,94.29517435,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,80.90831976,109.5097517,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,Benin,CME_MRY0T4: Under-five mortality rate,M: Male,2020,91.63507177,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,76.50738133,109.3582304,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,Benin,CME_MRY0T4: Under-five mortality rate,_T: Total,2016,95.37881376,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,85.52296295,106.0390275,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,Benin,CME_MRY0T4: Under-five mortality rate,_T: Total,2017,93.17226085,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,82.94823363,104.2990987,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,Benin,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,90.88103638,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,79.9615446,103.0218989,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,Benin,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,88.41729834,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,76.1075622,102.4079973,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,Benin,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,85.9385453,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,71.90542301,102.4169273,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,Bhutan,CME_MRY0T4: Under-five mortality rate,F: Female,2016,28.95346082,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,20.19095527,40.4055858,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,Bhutan,CME_MRY0T4: Under-five mortality rate,F: Female,2017,27.80221085,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,18.69655414,40.17196815,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,Bhutan,CME_MRY0T4: Under-five mortality rate,F: Female,2018,26.82355963,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,17.42475629,40.26710269,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,Bhutan,CME_MRY0T4: Under-five mortality rate,F: Female,2019,25.87774133,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,16.15792588,40.01484163,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,Bhutan,CME_MRY0T4: Under-five mortality rate,F: Female,2020,24.98070261,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,15.10143985,39.96281664,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,Bhutan,CME_MRY0T4: Under-five mortality rate,M: Male,2016,34.69729589,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,24.27149871,48.53784286,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,Bhutan,CME_MRY0T4: Under-five mortality rate,M: Male,2017,33.50996492,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,22.58913922,48.5347479,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,Bhutan,CME_MRY0T4: Under-five mortality rate,M: Male,2018,32.29404704,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,21.04103637,48.55255281,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,Bhutan,CME_MRY0T4: Under-five mortality rate,M: Male,2019,31.16120248,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,19.60706885,48.44832472,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,Bhutan,CME_MRY0T4: Under-five mortality rate,M: Male,2020,30.17422173,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,18.30967206,48.52473204,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,Bhutan,CME_MRY0T4: Under-five mortality rate,_T: Total,2016,31.91198778,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,22.32069864,44.54334642,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,Bhutan,CME_MRY0T4: Under-five mortality rate,_T: Total,2017,30.74840317,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,20.73764279,44.41293502,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,Bhutan,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,29.62582396,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,19.23236397,44.30609469,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,Bhutan,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,28.57550666,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,17.89609667,44.31496719,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,Bhutan,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,27.62421285,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,16.76075205,44.31850303,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),Bolivia (Plurinational State of),CME_MRY0T4: Under-five mortality rate,F: Female,2016,26.95215508,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,21.82897906,33.0657973,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),Bolivia (Plurinational State of),CME_MRY0T4: Under-five mortality rate,F: Female,2017,25.77360452,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,20.3533088,32.42134407,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),Bolivia (Plurinational State of),CME_MRY0T4: Under-five mortality rate,F: Female,2018,24.63391992,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,18.92046891,31.91942991,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),Bolivia (Plurinational State of),CME_MRY0T4: Under-five mortality rate,F: Female,2019,23.64860733,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,17.58070779,31.76088296,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),Bolivia (Plurinational State of),CME_MRY0T4: Under-five mortality rate,F: Female,2020,22.74625355,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,16.29335364,31.58646336,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),Bolivia (Plurinational State of),CME_MRY0T4: Under-five mortality rate,M: Male,2016,32.64769733,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,26.41053504,40.00234617,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),Bolivia (Plurinational State of),CME_MRY0T4: Under-five mortality rate,M: Male,2017,31.21838609,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,24.70593963,39.36949502,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),Bolivia (Plurinational State of),CME_MRY0T4: Under-five mortality rate,M: Male,2018,30.01984085,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,23.1054817,38.95174197,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),Bolivia (Plurinational State of),CME_MRY0T4: Under-five mortality rate,M: Male,2019,28.86008762,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,21.45111005,38.6290686,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),Bolivia (Plurinational State of),CME_MRY0T4: Under-five mortality rate,M: Male,2020,27.81729597,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,19.98993375,38.39923425,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),Bolivia (Plurinational State of),CME_MRY0T4: Under-five mortality rate,_T: Total,2016,29.88336516,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,24.20808147,36.62352832,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),Bolivia (Plurinational State of),CME_MRY0T4: Under-five mortality rate,_T: Total,2017,28.56353094,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,22.64197184,35.95323776,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),Bolivia (Plurinational State of),CME_MRY0T4: Under-five mortality rate,_T: Total,2018,27.39965855,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,21.11831826,35.49667205,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),Bolivia (Plurinational State of),CME_MRY0T4: Under-five mortality rate,_T: Total,2019,26.32971636,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,19.58232032,35.21886863,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),Bolivia (Plurinational State of),CME_MRY0T4: Under-five mortality rate,_T: Total,2020,25.36865974,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,18.20030376,35.0871088,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,Bosnia and Herzegovina,CME_MRY0T4: Under-five mortality rate,F: Female,2016,5.540246372,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,5.090863401,6.05030555,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,Bosnia and Herzegovina,CME_MRY0T4: Under-five mortality rate,F: Female,2017,5.46524709,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,4.901219365,6.106237799,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,Bosnia and Herzegovina,CME_MRY0T4: Under-five mortality rate,F: Female,2018,5.375023705,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,4.68292712,6.165970475,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,Bosnia and Herzegovina,CME_MRY0T4: Under-five mortality rate,F: Female,2019,5.264599399,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,4.424802457,6.249845967,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,Bosnia and Herzegovina,CME_MRY0T4: Under-five mortality rate,F: Female,2020,5.137507198,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,4.161623653,6.339415095,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,Bosnia and Herzegovina,CME_MRY0T4: Under-five mortality rate,M: Male,2016,6.773608995,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,6.234900294,7.386856109,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,Bosnia and Herzegovina,CME_MRY0T4: Under-five mortality rate,M: Male,2017,6.673988425,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,6.001380789,7.456839786,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,Bosnia and Herzegovina,CME_MRY0T4: Under-five mortality rate,M: Male,2018,6.558842651,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,5.725315989,7.541058948,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,Bosnia and Herzegovina,CME_MRY0T4: Under-five mortality rate,M: Male,2019,6.42884787,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,5.410682831,7.65707561,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,Bosnia and Herzegovina,CME_MRY0T4: Under-five mortality rate,M: Male,2020,6.285965977,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,5.084338017,7.772942312,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,Bosnia and Herzegovina,CME_MRY0T4: Under-five mortality rate,_T: Total,2016,6.175419047,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,5.706048931,6.706775843,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,Bosnia and Herzegovina,CME_MRY0T4: Under-five mortality rate,_T: Total,2017,6.083311103,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,5.489965288,6.77200614,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,Bosnia and Herzegovina,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,5.981652846,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,5.234361973,6.853584635,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,Bosnia and Herzegovina,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,5.860792802,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,4.93761072,6.953255038,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,Bosnia and Herzegovina,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,5.729446739,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,4.644023193,7.055124581,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,Botswana,CME_MRY0T4: Under-five mortality rate,F: Female,2016,44.79672776,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,28.10759669,78.41585369,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,Botswana,CME_MRY0T4: Under-five mortality rate,F: Female,2017,43.55611609,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,26.49277297,78.60543372,,,,UN_IGME,,,,,,_T: Total
